Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Ann Mendoza,5495,3768,21310,3843,602
Nathalia Suarez,8053,19692,5782,17490,435
Lillianna Nicholson,5288,10428,10950,10589,659
Ellen Kemp,5787,24660,23777,23776,665
Marley Maxwell,5690,2552,21293,2604,625
Reese Nixon,5644,15505,5351,16279,550
Ralph Middleton,5501,8770,11501,9212,688
Curtis Hurst,5701,23759,23323,25824,522
Jillian Goodwin,6040,5937,28205,5690,619
Cedric Henson,5449,19796,25681,26151,826
Houston Perry,5380,11610,20576,12499,510
Dale Barron,5650,25624,21448,25285,556
Rodney Vincent,5541,848,763,739,407
Reginald Hendricks,5868,15522,11306,13784,757
Norah Manning,5466,6476,10440,6470,413
Alani Dickson,7187,20553,22950,20949,699
Carlie Foster,6046,3619,21029,3625,791
Kristin Beard,6791,17788,21866,17054,1680
Maverick Hansen,5742,9929,21195,9763,504
Celeste Nunez,6080,23260,5730,24511,757
Kaylie Archer,6436,2397,21918,2294,934
Jolie Burton,5782,15373,21889,15143,458
Kelton Pearson,6109,8828,5610,8512,590
Mariana Hamilton,6625,22985,23100,24734,556
Rory Fernandez,6149,5461,21407,5202,705
Aryan Monroe,6195,20811,11868,22245,676
Makhi Villanueva,5569,11575,1434,12057,510
Maxwell Chaney,5960,29891,24396,27603,688
Justus Salas,6137,1497,5552,1422,522
Lola Arellano,6086,14816,22314,15482,608
Natalie Randolph,5770,7268,5311,7147,413
Clarence Humphrey,6178,23398,23352,22446,1003
Xavier Durham,6877,4353,11701,4973,378
Adriel Crawford,6195,17730,22899,17748,579
Chandler Stout,6849,11627,1468,10893,740
Cyrus Prince,5965,24620,11535,24207,504
Chaz Odom,6281,2868,5403,2724,814
Jamison Dyer,6223,16308,22130,17294,688
Grant Duke,6155,12958,21832,9872,1112
Caitlyn Mcpherson,6654,23639,11713,24614,866
Christopher Flowers,6172,5799,21298,5856,676
Justine Lin,6568,21459,12992,20754,705
Joslyn Dennis,6579,16939,25365,12769,539
Olivia Reeves,7227,25388,2925,25320,499
Emery Morton,7933,217,12900,195,1003
Marcos Cuevas,6441,13078,11489,12700,464
Tristin Whitaker,6418,6017,2805,5931,2414
Seamus Norton,6269,20272,5753,20908,590
Nigel Patton,6631,3086,11702,4916,458
Dominique Wu,6143,15866,378,15946,596
Wilson Armstrong,7371,8983,24838,9178,533
Kennedy Lynn,6539,22773,11398,24442,791
Ashlynn Fields,7124,1646,13480,1663,550
Sophia Allen,6533,14736,23014,15017,585
Hugo Guerra,6476,7491,23163,7491,699
Jessie Bray,6917,21821,23954,23742,774
Cason Holt,6711,4594,11650,4525,751
Colten Yang,7973,19446,464,18482,619
Cory Patterson,6516,10623,11380,10560,395
Jaylin Herman,10181,26943,23346,25801,1175
Shawn Bentley,7709,1026,24006,1049,607
Bailey Brandt,6464,13130,10898,12803,476
Joshua Palmer,6900,7422,6132,6854,585
Carley Noble,6613,20243,11311,21270,728
Nathaly Rollins,6654,5352,3120,3527,378
Cornelius Lucas,6935,16985,22067,16457,481
Maximo Obrien,6860,11518,11495,10130,768
Noelle Hendrix,6671,23822,21964,25704,435
Lucas Lamb,6871,2501,11139,2288,734
Kaia Moses,7141,17444,12109,17151,562
Trent Rivas,7434,8283,5524,8380,550
Dorian Morrison,6877,21826,22922,22262,625
Grady Case,6900,6373,21390,5174,671
Cael Skinner,8782,19090,1571,19727,797
Gilbert Nelson,6682,11134,11071,11162,711
Serena Johnson,6975,26547,22451,25779,625
Brice Lopez,7067,590,9442,556,642
Princess Bates,6918,12998,23031,12677,613
Sierra Hutchinson,7491,6453,11564,6321,487
Gina Haley,7193,20094,24276,19698,734
Aniyah Macdonald,7921,3505,14065,3699,785
Angelica Craig,7313,16663,23134,17817,693
Iyana Mccoy,6946,9338,21648,9384,544
Madalynn Shepard,8334,23645,3063,24574,522
Leia Acevedo,7445,2007,23329,1967,607
Isiah Hays,8673,16004,11415,14799,539
Tatiana Hartman,7090,7772,11197,7663,453
Madilyn Contreras,8243,21568,30454,21706,504
Kaley Benson,8145,4956,22836,4898,493
Bryson Davila,7170,17685,22377,17742,745
Aiden Lawson,7835,13497,12074,12499,711
Juliana Shelton,7336,25778,2988,26243,653
Ireland Kramer,7503,1267,11506,1370,602
Ishaan Gallegos,7239,13394,21872,13296,522
Santos Ochoa,7353,7067,5656,6952,510
Michael Knapp,7548,22560,24063,22061,545
Riley Bradford,7485,4199,21958,4147,550
Davin Harding,9832,20444,12160,17702,699
Carina Hernandez,7457,10216,22371,10244,768
Aydin Huber,9109,27023,12413,25698,527
Kayla Jacobson,7824,2879,11707,2799,487
Adriana Christian,8145,15608,24058,15419,676
Gordon Keith,9510,8581,11409,8765,768
Asa Bradshaw,7847,22997,24195,23117,562
Giancarlo Lyons,7772,5633,11742,5638,872
Layne Parrish,7646,19583,5793,19004,676
Caiden Haney,8575,12166,24620,12120,728
Shirley Liu,7778,26409,12304,27930,579
Anderson Ewing,8076,602,24385,550,533
Lillian Mayo,7583,12436,11524,12390,556
Annika Russo,7835,6080,6481,5988,579
Anton Walters,7772,22859,1491,20633,458
Sydney Roberson,7927,3263,11644,3562,665
Milo Walls,8455,16004,2873,15981,550
Landen Lester,7881,9189,22721,9493,631
Brisa Chapman,8105,22905,22543,22853,780
Elisa Townsend,8168,1761,2873,1640,556
Amelia Sexton,7990,14249,6011,14249,568
Iliana Estes,7784,7548,22297,7577,653
Slade Michael,7898,20765,11690,20673,527
Leland Lynch,8311,5277,22899,4996,705
Annabel Mendez,8048,17977,11965,17639,544
Virginia Oneill,7812,10698,5719,10583,636
Peter Atkinson,7910,24304,23123,24121,493
Kamila Zimmerman,86,1003,57,1043,464
Kenna Moran,8323,13686,12069,13445,728
Ross Blake,8070,6889,22623,6958,567
Amya Robbins,8208,20604,6166,20828,579
Miranda Blackwell,8426,3952,24947,4101,608
Preston Woods,7485,16423,722,17054,579
Kale Roth,8334,10159,11948,10095,499
Alexus Osborn,9246,24035,24792,24298,585
Felicity Dillon,8501,2466,23679,2850,602
Avah Santana,8432,15166,5937,15487,539
Jaylee Howe,8466,8816,23065,8667,711
Dane Larson,8323,21757,11828,21671,682
Marilyn Gomez,8696,5541,23553,5633,510
Livia Wagner,8220,19032,3023,20541,556
Aleah Leonard,8690,12470,12447,12143,607
Rosemary Holden,8696,27339,23828,25951,717
Devyn Hammond,8994,820,22979,751,590
Logan Rodgers,8432,12986,5977,13009,579
Dalia Haas,8466,6424,23071,6533,567
Charlie Gay,8598,20570,23340,20180,912
Helen Webster,8759,3504,1617,3327,567
Stella Smith,8478,16273,5942,16233,579
Will Long,8438,9373,22801,9516,252
Yadiel Hatfield,8386,23163,24585,22956,395
Devon Carter,10227,2323,23713,4778,717
Jordan Hess,8765,14759,23105,15155,493
Tess Khan,8592,7893,22388,7973,355
Pablo Swanson,8432,23845,3023,21597,556
Izaiah Franklin,8736,4904,22698,4893,648
Ezra Griffin,8633,17748,22841,17776,567
Kolten Andrews,9069,11334,23427,11725,820
Abbigail Brewer,9166,23174,23983,24281,332
Callum Maldonado,9717,1514,12132,1497,699
Titus Garza,8971,14002,24935,13761,602
Malik Carr,9854,7526,24230,7566,378
Chloe Travis,9200,21935,6459,20868,866
Jesse Velez,9149,4417,3126,4233,550
Riya Ortega,9189,17386,12476,17300,521
Hector Kent,8770,10199,12820,10262,665
Kinsley Andrade,9665,24912,24413,24631,894
Jaylon Watts,9223,2942,3074,2667,562
Kristopher Kidd,9218,15614,23828,15619,837
Jocelynn Moore,9545,10176,25348,9160,625
Katelynn Simmons,9235,22583,12350,22520,544
Marie Preston,9401,5851,25262,5914,487
Raiden Wright,8374,19124,774,19136,579
Payten Trujillo,9178,14352,12946,12080,510
Osvaldo Clements,9023,25824,23283,25245,636
Cristal Bowers,9241,292,12241,327,441
Simeon Bautista,9252,12505,24018,12493,567
Isaiah Daniels,9224,11415,22842,5937,694
Terrance Valentine,9619,19268,3114,19165,395
Rudy Barton,10141,3826,23845,3218,441
Alfonso Carrillo,10285,16709,25710,16623,625
Stacy Espinoza,10876,9596,25302,9579,740
Giselle Norris,9573,24803,6401,23484,831
Donna Lara,9717,1720,12751,1703,613
Yadira Krueger,10744,16675,25337,14392,510
Cristian Chang,9855,9763,25761,8403,504
Darian Roman,9476,21321,6178,21224,659
Aditya Conley,9998,160,33064,137,579
Micheal Haynes,9585,17553,12356,17616,504
Darion Everett,9757,10772,23776,10795,705
Ana Beltran,10394,25824,25452,25572,584
Jaylynn Tapia,9889,1107,3223,998,470
Catalina Gates,9785,13348,24017,13463,797
Erick Mora,9614,6780,11885,6717,717
Adyson Castillo,9929,20868,26536,20507,504
Javon Rocha,10072,3969,12206,3900,642
Esperanza Barry,9866,16830,23811,16543,636
Jayleen Montes,10124,10371,24356,10313,705
Mattie Silva,9987,23874,6292,24195,562
Daniel Powell,10015,2346,12688,4101,516
Adelaide Schultz,11541,14357,6378,14306,390
Vance Frederick,10336,8266,23822,8202,602
Roger Moody,10107,22348,12614,21763,521
Gaige Ferrell,10199,5443,24459,5472,682
Dawson Bernard,10336,21935,25515,19136,791
Anabel Harvey,11587,13267,27666,12562,860
Jadyn Mcclain,10543,26656,13640,26421,648
Josie Brown,10371,717,24350,717,533
Nathanael Salazar,10147,13394,6206,12705,441
Angela Butler,10549,6533,24694,6596,694
Gemma Reed,9923,20002,6401,20754,699
Alexa Rubio,10893,3137,3195,2868,453
Nadia Ali,10405,16755,23788,16078,481
Elena Fleming,10199,9390,24235,9527,625
Jaydon Ramirez,10629,24855,14053,23977,734
Annie Sweeney,11225,2093,3304,2105,619
Keira Li,10268,14633,12442,14604,481
Sawyer Hahn,10376,8036,23931,8977,659
Matilda Terry,10118,21918,1657,21975,556
Janiya Bird,10876,6292,24901,5197,630
Fernanda Sellers,10462,17679,6441,17839,590
Kaylah Barnes,10640,11707,24924,11587,504
Ariella Ross,11128,26203,13331,26352,573
Allie Mcbride,10721,166,13256,166,430
Alessandra Wells,9350,13474,458,13509,567
Gianna Cox,10491,7221,24310,7388,791
Quinten Robertson,10164,20731,6849,20145,705
Grayson Foley,11288,4198,24448,4376,590
Hamza Mcmahon,10514,18729,12637,16950,722
Yamilet Riddle,10273,10072,6717,9998,441
Scott Mcclure,10973,25945,25015,24161,585
Erika Mullen,10887,2977,6350,2724,751
Jamar Mccarthy,13411,20461,29800,21224,814
Tyler Good,11053,8845,12688,8747,590
Natasha Cervantes,11191,24000,26622,22687,539
Libby Orr,12528,6281,16532,6768,2363
Gabriel Delgado,11008,20214,27476,19606,843
Janae Berry,11237,12338,25067,12889,676
Madelyn Dunn,11673,29685,28962,28538,682
Jaqueline Osborne,12074,504,13193,498,648
Neil Strong,10755,12476,6172,12367,453
Nathan Clarke,11420,6998,27425,6344,705
Alaina Rivera,11535,20272,6631,20386,596
Cassandra Bonilla,12533,3361,27522,4290,883
Amiyah Dominguez,11191,16532,13107,16400,585
Isaias Thomas,10801,9487,3258,9195,636
Morgan Davidson,11707,27413,30987,25951,699
Emilio Moyer,12694,2082,13738,1915,917
Nickolas Fischer,11426,14111,24488,14071,487
Raina Stark,13285,8116,7250,7818,946
Heidy Watson,11168,21941,1738,22882,676
Ismael Romero,11306,4778,6550,4554,556
Yasmin Eaton,10910,17340,12585,17186,327
Emmanuel Raymond,11426,11478,13520,11300,694
Cynthia Ortiz,11461,25125,25578,24803,481
Ibrahim Gutierrez,12419,1170,13382,1170,648
John Bush,11851,16010,26834,14753,579
Nathalie Anderson,12011,7686,24385,7067,372
Dereon Booth,11392,20312,24568,20128,596
Weston Lucero,11283,4003,12545,3975,275
Jerimiah Key,11851,18126,26897,17449,699
Zackery Madden,11759,10681,13216,10962,327
Morgan Dean,12080,24970,25589,24425,694
Alicia Parker,11965,2351,6958,2225,332
Lane Levy,11914,15390,26995,15442,717
Cohen Davis,11639,10302,24373,10434,734
Zain Garrison,11386,21442,12682,21476,441
Evangeline Rhodes,11862,5403,12545,5329,464
Reece Pollard,11644,18723,24964,18843,642
Heaven Rice,12866,12923,8432,12683,785
Moriah Ryan,11920,26817,3350,27316,602
Kaydence Cordova,12465,877,25864,866,539
Jermaine Casey,16113,13342,25170,14845,665
Maia Pratt,13807,6837,7113,6625,361
Heidi Arnold,11633,20014,24998,19727,631
Silas Fuentes,12533,3791,26421,3952,648
Lewis Riley,11690,16795,3269,16721,619
Mohammad Campbell,12229,10285,26065,10222,550
Xander Clayton,11581,24568,12815,22864,384
Esmeralda Reynolds,11943,2214,12734,2185,642
Callie Rose,12115,14512,6430,14449,734
Deshawn Hebert,11908,8174,13009,8053,636
Emerson Heath,11954,21419,25515,21316,688
Kason Mcconnell,12172,5283,6533,7216,510
Maddison Ingram,12419,20054,13635,19176,510
Aileen Burgess,12356,12631,25870,11816,906
Abdullah Garner,14243,26759,14770,25434,464
Jabari Webb,12327,1588,1743,1399,585
Ruth Evans,12103,15413,24981,13790,470
Lorena Montgomery,12126,7428,12866,7308,682
Jordyn Hines,12510,21654,28383,21321,636
Rayne Gilbert,13658,4537,25096,4508,722
Katelyn Garcia,13663,17903,25962,18516,556
Ximena Payne,12424,10388,24471,10336,407
Margaret Todd,12728,25308,3430,25107,447
Ryker Moreno,12401,3005,25044,2954,361
Nathaniel Villa,12132,15373,3269,15642,430
Leonard Oliver,12763,8994,13032,8822,630
Lorenzo Conrad,12482,22348,25928,22641,780
Ellis Mathews,12596,6625,13273,5879,521
Nasir Glass,12407,19698,27488,19090,630
Jaylin Cunningham,13830,12522,25520,12522,665
Pierce Bond,12361,25560,25170,27218,430
Ean Schmidt,12671,154,7594,189,579
Saige Gregory,12866,13377,27281,12499,671
Natalee Horton,12717,6023,24952,5983,481
Elle Nguyen,12602,19147,25239,19159,527
Jason Snyder,13520,3200,3671,3860,728
Trenton Mathis,15384,16119,25704,16428,642
Keely Curtis,13124,9287,25360,9688,585
Bailee Padilla,12700,22715,13703,25182,470
Todd Murillo,12889,1652,25056,1629,585
Selina Davies,12964,14031,24935,14352,487
Sarahi Underwood,12855,7640,3418,7342,458
Marquise Valencia,12700,21304,1732,21384,464
Alden Maddox,14002,4789,14507,4738,665
Elliana Mata,12958,17472,13193,17231,602
Allyson Peterson,13440,11185,6958,11076,539
Raquel Krause,13101,24643,27694,24757,539
Natalya Oconnor,12969,923,13227,906,338
Averi Thornton,13308,13526,3436,13359,642
Blaine Farley,13067,6728,25302,6751,562
Lilian Rangel,14197,23203,15115,22927,688
Dana Rasmussen,13864,4279,15390,3803,711
Camren Schroeder,13853,17340,13789,17352,871
Patience Graham,14059,9923,30270,12161,544
Trevor Steele,14254,24103,7187,24769,625
Sloane Escobar,13554,2472,26232,2466,579
Carmen Bender,13514,15270,26117,14954,556
Rylie Hoffman,14748,10887,29696,9275,808
Deegan Murphy,13612,24224,13749,22612,671
Arielle Cole,14162,5449,27207,5489,688
Brodie Newton,13256,18281,13348,18637,573
Zachary Olson,13164,11357,13038,11128,298
Spencer Mccullough,13876,25446,26260,25388,688
Ali Barajas,13910,195,26622,200,487
Levi Trevino,13853,12964,6843,12832,659
Joanna Chavez,14730,6711,28629,6763,659
Gabrielle Pope,13916,21992,7032,21149,711
Reilly Jacobs,14168,3504,13520,3378,539
Rebecca Schwartz,13916,16480,6797,16463,625
Teresa Saunders,13732,9539,13486,9378,447
Rene Camacho,13881,23249,27488,23237,539
Kareem Valdez,14375,1996,7462,1887,573
Dayana Kim,13824,14358,13612,14117,625
Dania Walker,15293,8128,3453,7640,648
Messiah Alvarado,16056,35484,33155,28801,1439
Thaddeus Boyle,16273,4944,26456,5374,447
Andy Patrick,14690,19589,14828,18556,642
Scarlett Warner,15493,11420,1783,13176,590
Jake Farrell,14489,25928,27127,25360,596
Everett Howard,14099,1313,25606,1330,516
Kyler Whitehead,14346,13847,889,13864,722
Micaela Braun,14673,7572,27224,7589,510
Ashlyn Richmond,14673,21419,14214,21253,659
Boston Kerr,14340,4147,29129,4187,780
Iris Huff,14214,16726,25836,16767,671
Rhett Marshall,14851,11266,26817,10497,791
Javion Rosario,15333,26323,7635,25159,785
Kenyon Phelps,14725,2994,26656,2770,642
Armani Wiggins,13015,15935,470,15837,493
Helena Frost,14191,8593,13594,8483,567
Bruno Christensen,14862,22348,27098,23088,671
Tamara Rios,15115,5690,7233,5443,567
Orion Myers,14449,18373,25882,19084,510
Muhammad Pittman,15229,12292,14587,12275,527
Lukas Miranda,16589,29123,29444,28423,866
Leanna Mercer,15430,367,9367,361,590
