Name, MaxHeap Breadth, MinHeap Breadth, MaxHeap Depth, MinHeap Depth, BST
Zackary Chambers,83618,59405,77652,63088,843
Taliyah Jimenez,118018,200231,52315,212243,1589
Aaliyah Pena,120772,206,11397,275,1118
Carmelo Pacheco,109419,86463,25199,103712,1422
Caden Gibson,95779,43389,124747,45540,1709
Karma Blackburn,102318,156543,104337,117301,1835
Wyatt Carlson,119263,20386,83285,20839,980
Reed Parks,86371,80824,20272,107045,1130
Aniya Olsen,103764,87524,50944,62531,1118
Dawson Bailey,83222,112603,100993,113946,1543
Gina Dawson,90811,11667,110441,12573,1439
Brandon Clayton,83526,99272,86973,74015,1376
Marques Robinson,89916,43217,20226,45167,1537
Jaden Lutz,87863,115466,39448,106242,1135
Reece Burgess,92601,28400,113108,30442,1439
Ronald Harris,85023,105502,85258,90639,1066
Janiyah Kemp,96817,66759,86136,88104,1261
Lena Ortiz,79792,111175,37945,109993,1307
Yesenia Floyd,83451,7801,79436,7887,1238
Cassandra Mcgee,82448,72317,77107,68353,1365
Mekhi Moody,84742,38817,19991,56686,877
Bethany Mckay,79596,94178,42127,96387,1015
Zayden Dominguez,87564,23145,104762,24522,1135
Norah Nguyen,99220,81541,38043,81294,958
Kai Murphy,133954,67866,100655,81920,1520
Lauren Quinn,85843,111255,19061,110756,1296
Adyson Burns,90117,15625,82706,16142,1256
Zaid Combs,80124,79258,80945,75799,906
Bo Frank,101589,52051,115230,76585,1479
Duncan Wu,81214,101641,2311,108989,1124
Jaxon Walker,94666,33465,5483,55579,1525
Ty Key,106569,128659,84048,94390,969
Javier Calderon,106024,72747,93123,72088,1382
Dashawn Erickson,82780,137281,78506,126657,1623
Brennen Washington,75507,252,8954,252,1181
Paige Walton,116200,78954,11530,75128,1032
Carl Doyle,125797,38771,95584,34853,1502
Jovan Villa,84989,95750,19686,94706,1204
Davian Aguirre,82952,15447,100798,16061,1371
Heather Hernandez,89687,104406,43785,116120,1170
Ignacio Woodard,39867,31033,1176,31171,602
Darien Harper,82809,105043,77801,105370,1520
Kaleigh Baker,86526,7720,78897,7680,1365
Denise Spence,85608,70545,22566,69036,1216
Matias Wiley,87782,38324,4583,39976,1330
Jaida Santos,86142,100276,42075,103901,1055
Sarah Osborne,99496,23375,21385,24304,1267
Cyrus Kaufman,83233,80520,74939,80101,1382
Waylon Fisher,87874,55952,92337,59049,1164
Johnny Marsh,83618,115821,38026,118259,1118
Kate Hogan,90519,4560,83331,5168,1571
Makaila Calhoun,84145,70866,75512,70074,1445
Giovanni Martin,115477,37830,45976,37980,1428
Mckinley Roy,93432,99438,23272,107607,1847
Leia Wise,84983,19147,2489,20088,1256
Evelin Warren,119246,87650,12849,85109,1187
Giselle Scott,87708,47886,38203,47748,1112
Sonny French,93444,156727,91247,166565,1107
Grace Porter,91052,10841,9568,11449,1279
Priscilla Bauer,75661,65657,69426,66202,803
Chanel Farmer,86635,40412,75266,42007,1009
Regan Orozco,90605,113504,20966,107733,1313
Maverick Daniel,93960,27190,40268,28234,1411
Kadyn Garner,141400,113751,26501,116894,1829
Gianni Booker,88304,88591,86067,61223,1399
Ryan Cochran,91838,128137,82860,129325,1502
Yael Lloyd,136191,2500,88333,2541,1468
Destiny Stephens,79717,61504,18149,61229,1175
Maggie Wallace,101635,36494,4898,38180,1359
Chana Dudley,91924,94224,77497,91585,1307
Aspen Green,86721,18792,76660,17352,866
Malik Leblanc,86583,79046,40354,96266,1560
Jacey Bryant,87828,47817,76734,49091,946
Kenny Silva,96100,124942,22027,121254,1611
Tori Ayers,84266,9705,77239,9332,837
Viviana Gardner,87409,70631,39328,70705,912
Armando Mayer,87036,63328,81713,42540,980
Rowan Mcmillan,91930,102989,41674,103035,963
Madison Gentry,90742,25360,81541,25388,1646
Nicholas Atkins,109477,85172,75793,81461,1307
Ellie Clarke,82029,55079,82889,56106,1089
Theresa Shepard,90920,122435,10887,169347,998
Rey Dixon,82665,6361,75736,5994,1279
Salvador Sherman,91138,98893,10399,75300,1141
Wayne Koch,99111,35863,78076,35639,1101
Eve Oneal,86618,127346,41857,101372,1187
Kaylynn Davidson,85459,21620,82752,22738,1457
Alfred Faulkner,86876,80772,78570,86767,1227
Melany Peterson,87036,56152,19715,55974,854
Rohan Nixon,85321,118575,40980,141996,1388
Joel Cooper,86165,13554,75134,13543,1244
Jordan Harding,85838,72782,20530,72495,1428
Sterling Blake,97425,47760,90002,54787,1072
Julianna Cordova,114514,123778,47060,148071,1755
Malaki Ramsey,101859,30580,22147,31268,1250
Dylan Haney,102192,84690,73895,82465,975
Aliya Benitez,112362,90220,87180,67028,1221
Skylar Bryan,80658,112953,71939,111020,1026
Andreas Ball,85362,1330,78013,1324,1319
Haley Sexton,90243,65210,21155,81885,1112
Franklin Donaldson,81415,30574,74216,29863,1101
Samara Meadows,97666,120514,87530,106592,1307
Melissa Dennis,90060,17077,76837,17771,803
Emilie Bell,113074,75214,77646,73717,1009
Jaquan Little,110200,73654,86417,51707,2030
Zachery Holmes,104337,108840,77382,110251,998
Katie Nichols,87209,9401,20742,8977,1623
Timothy Chase,83618,73516,75059,68680,1067
Alexis Blair,138009,47674,87696,45345,1594
Gabriel Ballard,80268,122940,74428,95624,906
Cooper Moon,94408,27063,124225,27689,1789
Jude Perkins,94626,88912,41611,104659,1479
Javon Gonzalez,105789,63357,95394,61837,1416
Colton Haas,110664,116533,38960,119349,1508
Eliza Weaver,87949,5105,4784,5214,1158
Izabella Ferguson,82717,70814,76906,64252,1153
Mira Keller,87352,34670,76069,34343,1026
Raul Rivers,81237,92492,20599,91872,1434
Pedro Day,88545,19377,72736,18671,1158
Peter Tate,84226,81438,9281,77078,831
Devan Shepherd,98314,57449,50353,71422,1818
Michael Leach,92159,114060,78312,110940,1009
Jayleen Daniels,116447,13778,81897,13749,1044
Jaslyn Mercer,90117,79522,20398,76832,1302
Lizeth Douglas,90943,45024,92629,45024,1124
Anaya Gillespie,116636,103746,80382,106213,1296
German Harrington,85235,26432,86291,29679,1112
Tanner Vasquez,78168,77709,35490,79270,895
Jimmy White,97000,67057,2719,89492,1382
Ibrahim Wade,80096,112219,9114,113338,929
Pierce Richards,133948,3963,24689,3539,1898
Jeffrey Giles,88511,68732,78426,83578,1451
Emely Franklin,82356,37136,95555,35628,1101
Elliott Barry,85299,88746,94230,96897,1124
Myah Peck,91654,21637,40435,17765,883
Donovan Cardenas,87512,78168,77692,96387,1101
Justine Montes,96587,52751,41771,50869,1216
Mohammed Jacobson,118821,116711,90060,117835,1078
Jada Espinoza,102966,11908,46372,11702,946
Hailie Colon,94958,72403,79522,68703,1359
Audrina Park,114095,78891,27798,54506,1319
Harry Benson,114502,143465,95670,140344,1548
Maritza Mcintosh,92314,30517,46561,27981,1382
Harper Chung,85000,84077,79183,87891,1084
Shania Freeman,93737,87352,86973,68594,1250
Kamari Paul,95067,129571,22910,123319,1841
Haylie Reynolds,89239,6717,22079,7244,2592
April Weber,99611,87696,11512,76900,1497
Quintin Castillo,108370,50789,89159,39775,1130
Erin Mccoy,96874,101245,47358,105117,1342
Jessica Buck,95698,23088,88677,25761,1543
Nora Stout,90111,96146,45127,89050,1330
Jaelyn Wilson,96851,82941,5524,60340,1193
Peyton Cantu,80377,105536,80061,112162,1336
Marlon Mercado,106247,15000,20748,15597,1428
Lawrence Beltran,86423,70263,73229,68244,1187
Meghan Kent,123020,51575,47009,71583,768
Jaylyn Beard,94012,109563,81472,117083,1554
Caitlyn Velasquez,87438,29123,19669,30081,1302
Rigoberto Jefferson,88270,90059,91648,91299,1061
Marilyn Guerra,94568,65089,105972,67906,1393
Colten Zavala,83279,124575,745,123410,5105
Chandler Harrell,87169,1003,41209,1026,1497
Jaden Howard,91086,65193,19704,64108,1153
Asia Glenn,98704,37544,46062,43481,1279
Sage Ali,89939,94063,104486,95176,1359
Curtis Herring,88413,15447,21878,15539,1262
Cheyenne Davis,85551,74629,75449,76665,1181
Teresa Griffin,88505,46159,42379,45575,1158
Dakota Estrada,87421,110423,85671,117560,1778
Lamar Houston,103408,8478,40681,9040,1634
Carissa Fischer,86715,73791,76654,71583,1250
Diamond Humphrey,87501,40716,20375,41106,1279
Zaiden Haley,81903,91952,73482,109689,871
Kasey Waller,90828,24264,2478,24006,1336
Denisse Figueroa,93421,86578,80038,118460,1336
Valeria Solis,99926,56858,9390,52946,791
Nevaeh Hahn,85912,138870,78535,112993,1227
Tia Hood,80256,4411,36161,4302,837
Karly Frederick,94878,72093,84105,96559,1485
Azaria Cameron,115672,39764,83979,37205,1055
Maribel Guzman,92985,97677,43613,98062,1422
Cara Deleon,98199,21493,114617,26633,1783
Savanna Booth,105559,79287,75770,75862,986
Jamir Moss,95188,88482,22710,57890,803
Arely Brandt,91734,114789,109184,118139,935
Brenda Ashley,84197,11782,75495,11306,1222
Felipe Foley,87530,86928,47307,86928,1164
Aidan Kelley,101429,48810,85585,48116,1153
Tobias Stanton,88786,120732,5070,104297,1198
Hope Ross,97574,29255,20421,26685,952
Reagan Peters,83899,85884,76011,84237,1273
Ada Harmon,101142,69535,106792,67000,1170
Levi Herrera,85057,122728,78099,118059,1434
Eddie Carr,87174,2690,81759,2552,1221
Cherish Hawkins,98085,69759,48718,83933,1462
Marin Strickland,103701,38054,11925,54190,2483
Cale Anderson,95532,110515,82453,96972,1543
Alvaro Nelson,102335,19021,47244,22084,1468
Asher Smith,134195,116412,52957,95280,946
Kobe Mccarty,98997,51328,105398,56651,1520
Ali Velazquez,104171,124896,5678,133977,1319
Marie Jennings,86388,9929,74996,9809,1279
Bridger Randolph,99571,83658,46510,95997,2019
Kyler Horton,94603,42098,81604,46028,2047
Kristen Richmond,102266,111318,22331,117124,1347
Elaine Grimes,86985,23696,76843,26960,1193
Elizabeth Herman,110871,126554,50577,96805,2575
Kenneth Nielsen,96496,74709,42701,58080,1393
Frances Miller,99639,155889,97368,142862,1657
Rex King,89365,6269,74554,6327,1416
Trevor Rivas,84765,75139,22836,70218,917
Orlando Steele,78277,33184,8678,33069,780
Catalina Molina,91878,95985,88838,98354,1462
Samantha Russell,80474,19767,18058,20702,814
Stella Gutierrez,88144,80107,84650,81432,1210
Rudy Huerta,88534,54643,83164,53691,1021
Jonathon Owen,117100,121781,42563,125447,1388
Zoie Heath,82132,12941,74262,13296,780
Cortez Greer,89629,74761,82924,76487,1382
Tucker Cantrell,84467,45035,74732,42299,1095
Cesar Everett,86394,108181,76768,108921,1187
Reginald Petty,86497,29702,19629,27832,1262
Anthony Harvey,98027,102020,41702,94631,1371
Tamara Conner,82935,55871,73562,59181,1015
Ethan Swanson,90283,121672,9883,121340,1130
Delilah Moyer,83038,1543,36953,1548,1193
Briana Caldwell,86755,66833,78438,64848,1502
Regina Norris,89182,33603,41748,31595,1347
Willow Adams,83245,84840,90863,87214,877
Valery Wilkerson,104274,17220,4875,16945,889
Bryanna Potts,88671,74113,20277,72701,1485
Ireland Randall,92182,45563,9568,46349,1204
Kelton Boyle,88907,105943,79964,121781,1296
Konner Kane,88402,9160,41783,9694,1164
Johnathon Powers,104469,74887,10422,73637,1170
Eric Johns,83388,36907,76379,38886,866
Kendall Pope,99588,114037,22973,110722,1783
Macie Frey,87897,24327,78885,24161,1107
Bianca Lawson,92474,83170,45586,83744,917
Aiyana Mathis,88258,55808,39850,56273,1525
Jocelyn Chan,114938,117508,78030,113550,1221
Kailee Cowan,113194,5937,86669,6057,1588
Boston Sutton,109460,68921,9809,65204,1078
Sidney Holder,89405,38180,87627,44095,1061
Tyler Stark,85889,88425,20134,87989,1095
Kara Choi,89377,20329,82780,22778,1152
Alejandro Saunders,99180,95779,23536,86199,1623
Lindsay Andrade,89205,48947,76918,49401,1250
Lesly Christensen,82769,104722,83503,108955,1170
Lexi Simon,86079,12143,19572,20203,2282
Jadon Huynh,93306,76241,41920,75793,889
Amari Hayes,104687,46687,78317,43934,1319
Arthur Murillo,100339,109660,43922,114445,1164
Leland Spears,100890,28383,19446,27058,1107
Dayanara Price,89704,105031,41915,87019,1325
Skyler Short,89566,89486,41163,63701,1112
Bernard Austin,92096,148002,82195,123405,1244
Dorian Blanchard,105599,3780,94637,4175,1439
Cecilia Michael,109047,74681,24861,75707,1589
Diana Cooley,109712,37681,48953,38278,2334
Leonidas Carrillo,83124,84662,77055,86939,900
Koen Wilcox,91574,17868,2438,20949,1405
Monica Hendricks,84713,73895,75581,73092,814
Valerie Collier,80532,44725,73023,43900,797
Kamryn Ryan,89268,107464,41553,116228,1302
Simone Fitzgerald,81323,10279,68984,10342,975
Deangelo Davenport,84667,66541,72965,67407,1422
Madisyn Stephenson,87696,42540,9688,40217,1239
Dean Schultz,84438,95566,19864,95406,1428
Abdiel Elliott,87994,22486,76499,22274,676
Marlene May,90427,84805,43756,87025,1531
Jaydon Larson,91333,58711,80572,58148,1089
Kirsten Graves,84610,114772,76046,109379,1072
Sierra Curtis,82447,6952,37699,6889,866
Gabrielle Stafford,79820,63678,18413,62502,1049
Nehemiah Mata,84329,34429,37572,35014,1072
Brynn Chavez,91109,104641,81369,101647,1646
Alyvia Schroeder,100075,22692,42919,24098,1508
Aisha Mcneil,95997,88740,43618,85178,1388
Shaniya Trevino,90553,51500,4818,51047,797
Shyanne Rich,108639,138457,92113,125189,1388
Cannon Bates,127357,19216,102295,19744,2409
Jared Franco,114227,84925,53038,85224,2225
Humberto Contreras,93209,44955,80032,43951,1175
Ruby Crosby,96610,117835,87983,113538,1537
Esperanza Montoya,118552,39196,46578,38261,1313
Kiley Greene,138199,132612,141153,154943,2736
Yosef Oliver,94798,61143,41892,58556,1290
Lorelei Mays,112988,191799,114766,172100,2564
Addison Stevenson,102330,1250,11277,1279,1273
Miley Mccormick,147807,89538,69954,86423,1560
Helen Russo,146011,42247,28779,50255,1554
Madilynn Daugherty,109856,101509,103029,108014,2736
Geovanni Bray,105387,16411,81036,15465,1078
Jade Sellers,105232,77176,42965,77233,975
Gideon Stevens,95033,45695,21711,48282,1256
Arielle Lyons,139799,151994,108244,133667,1393
Jenny Nicholson,105152,9143,20753,8747,1520
Rolando Blankenship,94809,68514,83480,69936,912
Annie Mills,105152,39924,45592,39936,1508
Aria Davila,107274,111146,98498,116332,1273
Amani Dalton,135199,34911,108737,26926,1881
Fabian Mcconnell,89015,78931,40968,79895,1095
Francis Ramos,89480,55539,20983,56967,1078
Jamya Macias,94310,118334,83709,130569,1216
Simeon Cunningham,85080,4244,77681,4330,1061
Marissa Li,95388,68617,21499,68589,1365
Liliana Evans,82126,32639,71537,33029,975
Payten Galloway,82556,82975,38289,85648,1112
Jaylin Watson,94568,20587,11007,21333,1388
Rishi Vaughan,83033,71566,9281,74474,791
Mark Massey,91545,49120,39735,51466,1336
Mattie Gill,90226,106419,76855,105599,1198
Jaron Walters,89635,11845,41037,12654,1319
Dayana Gould,83400,68307,76241,69036,1239
Jameson Martinez,89939,41186,40681,43538,722
Reilly Lam,83136,90455,71583,92463,1347
Giovanny Clark,84622,24912,76751,25664,1256
Paulina Rowe,82442,81627,75627,77342,1101
Tatum Weeks,85889,54764,4537,57867,986
Bobby Wiggins,83497,107171,1256,106918,1158
Randy Hardin,86652,2426,71153,2936,969
Jaylan Holden,103178,70929,49056,67223,1043
Ramon Morgan,83939,31985,18643,31538,1015
Cruz Lawrence,87174,84576,72357,84811,1107
Brycen Carpenter,84300,16233,83061,16543,1474
Kole Maddox,85413,71256,38519,71795,1124
Mariela Browning,88505,48305,75208,48437,1118
Keith Le,84386,97304,71302,99611,1089
Jonah Sims,84828,9470,19595,9510,1049
Broderick Gay,84501,63988,37515,66902,1153
Jakob Petersen,90599,40572,76464,39460,1066
Kira Soto,90570,95239,9574,94476,1147
Kian Robbins,101538,25595,20857,24970,1583
Rachael Garza,89136,80503,83285,84277,986
Justus Gamble,92388,56382,77847,54466,980
Melvin Christian,87037,107722,76579,108416,780
Hugo Noble,80474,5501,36018,5512,590
Danielle Padilla,86778,63965,19285,64464,1216
Rylee Durham,84501,33792,72363,34417,1210
Cole Waters,91000,92928,4818,88356,1399
Gianna Frazier,81604,19245,69764,19296,917
Sophie Johnson,88476,76396,74692,75415,711
Destinee Huber,88792,49464,39310,50645,1370
Kade Collins,87386,106024,73332,103810,1038
Antonio Bush,92371,13933,75220,13044,1296
Nikolai Brennan,83864,65302,71170,65795,694
Rylee Mcdowell,88017,40928,36827,41077,975
Marley Hodge,88275,99140,77698,100310,1502
Diya Acevedo,84025,26771,70166,26381,653
Guillermo Jones,81713,79069,36723,78553,1158
Frida Bishop,80136,53565,68703,53571,711
Jarrett Lucero,91201,120869,77554,116452,1336
Karson Blevins,86193,1514,73923,1508,992
Jazlene Thompson,89486,60690,4898,62210,1267
Kaleb Lamb,88241,30643,19715,30844,1193
Conner Friedman,87966,86899,74548,84272,1370
Zaniyah Kramer,90415,16394,86962,16256,1583
Max Francis,94907,73843,77841,80170,1611
Shaylee Lambert,87547,45391,40808,45265,1147
Emilee Reed,82889,95107,19956,94981,1026
Charlee Mayo,88620,8139,39603,8128,1066
Andrea Juarez,94322,67774,79987,70017,1571
Leo Neal,85356,35731,18356,35811,866
Ray Fuentes,89497,89549,73447,89635,1221
Brent Thomas,84891,22669,9275,22761,1124
Graham Liu,81925,72914,70918,72518,1262
Hezekiah Bird,81805,50869,70074,49601,820
Lamont Riggs,87329,106660,38347,104894,1055
Brooklyn Gordon,88144,4709,79270,4692,1497
Charity Sanford,90564,66472,20088,62284,998
Yair Eaton,86090,32283,70459,32002,894
Abby Estes,90410,86681,38490,85459,762
Weston Arnold,86302,19216,75570,18838,866
Mary Atkinson,88723,75679,73780,74354,1118
Avah Hunter,97081,56410,41444,52831,1072
Gemma Hicks,86125,101337,72139,97872,998
Rose Tapia,86646,11902,9310,12069,711
Terrance Gaines,93587,69983,78547,68956,1043
Aubrey Valenzuela,95905,44530,2902,43372,1044
Gary Morales,86319,94345,38089,92044,981
Kylee Barnett,85224,26295,72541,26513,1227
Yurem Cross,83239,78398,36798,76413,1009
Jamarion Serrano,91207,57563,20524,57546,676
Kaelyn Goodwin,91488,111875,75162,113957,1325
Jayce Mccall,87920,3384,75398,4038,1095
Blake Snow,84254,58057,9350,60087,854
Salma Sanders,85115,31423,38180,31251,1152
Vance Barrett,82040,80830,72036,80968,883
Yazmin Chapman,84197,17088,70413,17076,992
Luna Schneider,88121,70659,20937,71858,1566
Saul Perry,95176,46968,39850,47508,1187
Isis Brady,86262,100087,74778,103276,1009
Jayda Mahoney,139443,13537,96318,33402,1841
Avery Best,107177,79809,93352,82757,1646
Darian Wilkinson,93123,39580,2466,41823,2202
Coleman Maldonado,101079,106695,83950,102238,1508
Hailee Carson,91149,24264,73424,24172,1393
Sergio Roth,94643,82092,78306,81036,1204
Quinton Savage,96639,57988,41341,55034,1118
Jaidyn Ward,106437,124753,5437,132996,1657
Eliezer Powell,101372,6740,41152,6711,1279
Alana Grant,114330,80365,95457,80709,1697
Eileen Hall,105290,39494,92331,46928,1439
Harrison Huang,131109,144205,73338,178863,1852
Sarahi Lozano,107819,23713,95320,26180,1474
Aydan Fletcher,112425,93714,107509,104647,1663
Macey Stokes,126634,67585,15304,73975,1703
Laylah Townsend,107314,129623,6057,133868,2042
Ashlynn Becker,106070,16319,91626,16199,1537
Raymond Arroyo,93570,74147,78759,73975,1181
Alfonso Ferrell,98521,45672,82373,48385,1560
Brisa Proctor,102674,104033,11220,108077,1835
Alisha Charles,96817,31503,81685,30534,1319
Adrianna Mcgrath,97884,88316,21367,88706,1026
Josie Gilmore,93760,62875,77887,59921,1244
Tatiana Lang,86124,107188,38020,106442,1141
Leilani Olson,86887,1107,9665,1135,1095
Penelope Finley,84340,57277,72288,57799,986
Belinda Hays,86841,28561,74973,29593,1216
Erika Merritt,86039,82820,37779,82614,1072
Nicolas Khan,84260,14415,70545,14392,986
Dalia Mccann,87019,69151,38307,68898,1204
Amber Hale,90868,45311,75357,45207,1210
Kiera Butler,89159,97672,76923,98681,1330
Ayanna Sawyer,89732,8248,75920,10417,998
Matteo Warner,91803,66661,5225,65915,1250
Fatima Mclean,85545,35335,37549,35123,1147
Ricky Cox,85815,89928,74296,88866,998
Sincere Taylor,91138,22893,19440,22520,883
Oscar Hines,84662,72965,70774,72822,774
Glenn Solomon,89360,51483,39695,51035,1336
Claudia Velez,88809,102834,9631,104429,1164
Larry Owens,88488,4497,42964,4497,946
Eduardo Wolfe,86044,60764,1221,59623,900
Tara Graham,98578,36534,97350,35180,1273
Gael Pugh,83233,85465,18700,82425,980
Keenan Craig,100471,20203,88327,20897,1663
Aracely Wood,96972,80973,785,78501,1084
Campbell Hansen,128923,74118,101360,61728,1634
Isabelle Valentine,112500,144755,58980,156790,1674
Kelvin Good,95119,12224,97442,16761,1514
Lilly Mosley,95962,67281,39362,68141,1038
Dakota Nash,97396,41037,40131,43033,1474
Joshua Roberson,93323,95979,19979,98389,1279
Makena Goodman,100385,27958,84616,32163,1508
Margaret Pearson,96828,86922,42006,85252,1508
Mathew House,88660,57443,74497,55171,1009
Hazel Tucker,89015,106603,9281,109270,1164
Jerry Benton,91838,2902,76608,2891,992
Princess Cain,88327,58946,72776,57873,1003
Precious Dunlap,82556,29983,70510,29782,1130
Vivian Lowe,86899,81822,18769,82126,636
Rihanna Travis,87180,16583,18872,17449,860
Kenley Morrison,94907,76006,40825,72369,1267
Trinity Villarreal,85746,44284,9717,44398,889
Emerson Edwards,88666,98871,72845,99117,1181
Talia Morton,84553,9568,71526,9470,849
Derick Salinas,108645,75254,23272,75656,1439
Kendrick Bentley,102943,41611,84851,45890,1411
Nico Mitchell,85740,88408,38066,88780,1135
Dereon Chandler,86664,23954,73700,23627,1898
Jayvon Dean,95388,84673,83973,83939,1502
Madalynn Potter,91775,53496,74394,53703,1216
Donte Terrell,93054,107228,9992,107819,2885
Trent Ramirez,84633,6103,18665,6109,653
Bruce Brown,87266,63770,72908,61281,1325
Daniela Mccarthy,87467,34750,38255,34452,1204
Julianne Webb,92784,91012,5042,89331,1072
Caitlin Mcdonald,88155,20834,39207,20759,1164
William Ruiz,84662,70963,18792,71095,826
Remington Casey,89061,52257,76487,50422,1319
Logan Rivera,88924,105094,39179,103276,1244
Maurice Farley,90232,13491,76682,13428,1244
Kale Stein,89279,69099,21666,71663,1216
Julie Winters,96151,43343,2472,43441,1049
Kaylee Gross,93874,97167,76023,99610,1044
Jaiden Marshall,91958,30132,76327,28371,1170
Yamilet Alexander,83876,81237,71440,77755,1020
Tessa Stuart,85562,53634,38846,54317,866
Luca Vang,91390,109706,20817,108198,1244
Jeremy Munoz,88889,1973,39150,1904,1021
Carlee Hardy,92079,59353,39293,59617,1181
Anne Preston,91081,31274,21293,33115,1055
Desiree Campos,88396,82373,73396,83273,1451
Katherine Stewart,87363,15946,9659,15797,1244
Leila Krueger,87874,69311,73080,70700,1147
Jacob Hancock,95739,47238,78845,46217,900
Rodrigo Delacruz,87186,98916,73063,95790,883
Victor Schwartz,86979,8633,36987,8541,797
Naima Mcfarland,84891,61476,70568,62147,745
Rashad Cohen,92658,38851,78834,39391,1239
Edith Vargas,91213,92084,38984,90450,1204
Phoebe Wolf,91448,22951,1227,23036,1336
Devyn Mcclain,88161,78656,73975,76780,1164
Carolina Hester,98400,58309,79189,53284,1072
Nathanael Williams,91775,108444,2495,111404,1095
Rowan Miranda,91230,5443,38479,5816,917
Daisy Kerr,95767,64390,40188,64877,1313
Robert Sanchez,92532,34377,9849,35725,998
Baylee Bartlett,90128,86887,78191,87914,1330
Rhianna Rice,91505,19491,41576,19635,1227
Jeffery Hopkins,92423,74876,79063,75552,1290
Yareli Rosales,93610,46074,21614,46062,1204
Markus Garcia,95578,106976,80199,110653,1514
Quinn Hill,97304,14168,76585,12229,1250
Memphis Werner,90415,68164,5300,67418,808
Lilyana Dorsey,93633,43704,77067,40882,1101
Dominik Johnston,92710,97173,40802,97855,975
Edward Shea,91281,25910,21161,27717,1588
Camryn Webster,94333,80732,10095,81031,1198
Xavier Diaz,83990,52728,72472,53514,774
Maddox Gray,95744,113779,79935,113257,1589
Yaritza Garrett,89084,3734,38043,3808,998
Ashton Hurley,98274,67378,20679,68680,998
Russell Duke,91144,31985,74652,32392,1021
Gracie Allison,87834,80910,72461,83337,1313
Jayvion Barnes,94310,20490,78564,18774,1239
Raegan Pittman,87622,70005,20237,70338,946
Mikaela Reilly,93014,48540,10698,47915,728
Phoenix Knapp,87300,96404,72466,96392,1330
Taniyah Fuller,86830,10319,71434,11311,808
Nickolas Mann,86492,63282,38278,64567,1135
Cristopher Robertson,90278,39368,9826,38754,998
Cristian Andersen,92268,91568,76270,94769,1187
Arjun Brewer,92905,26507,77245,26174,791
Janiya Dyer,96777,83417,81994,83601,1250
Maxwell Newman,91126,55246,40050,54299,1135
Darnell Duffy,89434,108324,74508,104395,992
Cayden Bean,89836,7130,79149,6986,1376
Cheyanne Lee,89239,64160,39138,63489,1130
Madelynn Ware,95561,39741,11093,36586,1256
Anabel Vazquez,96301,93186,20318,93891,1365
Marianna Hensley,93501,21631,79556,22601,1365
Parker Avila,87214,71950,74021,73172,894
Daniella Bruce,89056,50238,74703,49280,1095
Darwin Mccullough,90478,102525,39488,102484,2231
Alvin Wagner,90570,14174,9774,14248,1032
Matthias Norman,94786,71336,41054,70568,1210
Micah Villanueva,90197,42970,19807,43205,825
Aileen Beasley,97821,99134,78794,101480,1153
Lilliana Bradshaw,87524,28520,74233,27786,1078
Lillie Brock,95825,83239,78157,84857,1290
Patrick Donovan,90949,57127,74130,58177,912
Abbie Levy,103735,108961,44341,111771,963
Skyler Fitzpatrick,401,355,87891,344,1153
Jamison Underwood,252,64407,10703,64579,854
Rayne Golden,401,35937,121150,34452,1525
Abdullah Pollard,349,109729,29708,113263,900
Shyann Cook,585,22245,132066,17186,1319
Ella Manning,493,74652,48380,77445,1250
Rylan Whitaker,229,51058,3900,52613,1193
Ashly Kaiser,625,134975,122934,138113,1302
Paula Singleton,487,7491,11151,7170,894
Alma Lane,688,82924,109615,83589,1548
Adriel Meza,688,40423,62296,41358,1049
Elliot Hoover,688,102266,95067,99783,1267
Joy Duran,722,24952,106666,25251,2300
Malia Burnett,682,87421,103683,89727,1193
Xzavier Lewis,676,55636,59996,55022,762
Luciana Coffey,717,131797,95056,119406,1720
Matthew Rasmussen,803,4686,50301,4130,1147
Brynlee Joyce,825,79665,110831,72724,1577
Jase Sharp,906,33368,27046,34280,1038
Mariam Irwin,894,95813,95991,96576,1606
Evelyn Anthony,929,17908,81260,17564,923
Evie Watts,1049,78690,10812,77480,1049
Cade Bennett,1009,49590,112970,51150,1049
Zackery Page,1038,110791,95647,108834,1015
Melody Knight,1181,12097,124070,12516,963
Bryant Walsh,1084,79688,26065,82000,1766
Yasmin Mcintyre,1049,44353,61137,54305,1887
Gregory Acosta,1032,114422,111823,107400,1640
Braedon Richardson,1147,28044,45230,26260,1261
Xander Reeves,1049,85373,43194,82207,906
Jalen Weiss,871,69168,8701,77772,1239
Lee Conley,1238,125470,97408,132640,1388
Kael Richard,2443,2231,29410,2242,923
Kamari Rosario,1348,75179,24212,76000,1313
Bryan Landry,1267,31761,47221,31848,1388
Lewis Dickson,1256,86750,87174,88149,1164
Paloma Gilbert,1296,16067,77858,18080,763
Jennifer Griffith,1422,82109,48506,84295,1399
Richard Banks,1325,46383,87157,45804,917
Marisol Wright,2174,106018,1342,105674,1193
Efrain Patterson,1439,9074,81111,8793,837
Marco Roman,1479,68284,21453,70246,1370
Jaylee Love,1468,38301,44278,37670,780
Makenna Dougherty,1583,103047,88729,95762,1216
Marlie Huff,1525,23300,78266,23014,1084
Everett Monroe,1583,76367,81564,77388,952
Elianna Malone,1686,50783,77222,50714,969
Zion Rowland,1887,248668,45557,288375,1520
Damon Santana,2334,11323,138876,8701,2621
